"GEN_name","GEN_price","GEN_description","GEN_website","GEN_duration","GEN_language","GEN_isTicketAvailable","SCIENCE_topic","GEN_geoURI","GEN_workURI","DATETIME_startDate","DATETIME_endDate","DATETIME_startTime","DATETIME_endTime","SCHEDULE_byDay","SCHEDULE_byMonth","SCHEDULE_byMonthDay","SCHEDULE_repeatCount","SCHEDULE_repeatFrequency"
"Leonardo da Vinci matematico","Ingresso gratuito","​Fra gli innumerevoli talenti di cui la natura l'aveva dotato Leonardo possedeva anche quello del matematico, che però non si rivelò immediatamente. Ne parliamo con Alberto Conte, professore emerito di Geometria all'Università di Torino, membro dell'accademia della Scienza di Torino. Introduce Marco Andreatta, professore ordinario di Geometria all'Università degli Studi di Trento - Dipartimento di Matematica.; Da giovane era Leonardo da Vinci, come lui stesso si definisce, 'homo sanza numeri', che non sapeva sommare due frazioni né calcolare le percentuali. Le cose cambiarono radicalmente dopo l'incontro, avvenuto nel 1497 a Milano alla corte di Ludovico il Moro, con Frà Luca Pacioli, l'inventore della ragioneria e autore del più diffuso trattato di Aritmetica dell'epoca, che lo spinse a studiare le opere classiche di Euclide e Archimede e gli chiese di illustrare il suo trattato dedicato alla sezione aurea, il 'De Divina Proportione', con le meravigliose immagini dei cinque solidi platonici.; Da allora Leonardo studia il problema della quadratura del cerchio, ottiene risultati importanti sulle aree delle lunule e applica le sue conoscenze matematiche a problemi di meccanica, d'idraulica, di ottica geometrica, alla costruzione di macchine, alla fisiologia, all'anatomia.","https://www.muse.it/it/Esplora/Eventi-Attivita/Archivio/Pagine/Leonardo-matematico-2019.aspx",,,,,"http://www.semanticweb.org/facilitiesEventsOntology/Muse",,"26/11/2019","26/11/2019","18.00",,"[]","[]","[]",,
"I-theatre","€ 2 per coppia bambino + adulto","​Alla scoperta del racconto interattivo per creare una storia personalizzata.; Tariffa € 2 per coppia bambino 3-5 anni + adulto.; Prenotazione consigliata t. 0461270311​​​​​","https://www.muse.it/it/Esplora/Eventi-Attivita/Archivio/Pagine/I-theatre-ott-nov-dic-2019.aspx",,,,,"http://www.semanticweb.org/facilitiesEventsOntology/Muse",,"23/10/",,"17.00",,"[]","[]","[]",,
"I-theatre","€ 2 per coppia bambino + adulto","​Alla scoperta del racconto interattivo per creare una storia personalizzata.; Tariffa € 2 per coppia bambino 3-5 anni + adulto.; Prenotazione consigliata t. 0461270311​​​​​","https://www.muse.it/it/Esplora/Eventi-Attivita/Archivio/Pagine/I-theatre-ott-nov-dic-2019.aspx",,,,,"http://www.semanticweb.org/facilitiesEventsOntology/Muse",,"27/11/",,"17.00",,"[]","[]","[]",,
"I-theatre","€ 2 per coppia bambino + adulto","​Alla scoperta del racconto interattivo per creare una storia personalizzata.; Tariffa € 2 per coppia bambino 3-5 anni + adulto.; Prenotazione consigliata t. 0461270311​​​​​","https://www.muse.it/it/Esplora/Eventi-Attivita/Archivio/Pagine/I-theatre-ott-nov-dic-2019.aspx",,,,,"http://www.semanticweb.org/facilitiesEventsOntology/Muse",,"18/12/",,"17.00",,"[]","[]","[]",,
"Nutrire la mente fin da piccoli(ssimi)","Ingresso libero","Un incontro per conoscere le basi scientifiche dello sviluppo del cervello dei bambini, passando per la Nurturing care framework per lo sviluppo infantile precoce, con esempi concreti di buone pratiche presentate direttamente da chi le propone.; Ingresso libero prenotazione consigliata 0461 270311; Intervengono: Orsola Rosa Salva, collaboratrice di ricerca del Centro Interdipartimentale Mente/Cervello – CIMeC; Anna Pedrotti, medico pediatra, Dipartimento Salute PAT; Chiara Martinelli, psicologa, Agenzia per la Famiglia PAT; Samuela Caliari, responsabile sezione Audience Development MUSE; Alessia Gabrielli, Nati per Leggere; Elena Sartori, Nati per la Musica.; Conferenza all’interno del programma “Nascere e crescere in Trentino” promosso congiuntamente dal Dipartimento salute e politiche sociali e dall’Agenzia provinciale per la famiglia, la natalità e le politiche giovanili per la promozione della salute e dello sviluppo dei bambini e delle famiglie.","https://www.muse.it/it/Esplora/Eventi-Attivita/Archivio/Pagine/Nutrire-la-mente-fin-da-piccolissimi-2019.aspx",,,,,"http://www.semanticweb.org/facilitiesEventsOntology/Muse",,"28/11/2019","28/11/2019","18.00","20.00","[]","[]","[]",,
"Ghiacciai a orologeria","Ingresso libero","​​​Trentino e Valle d’Aosta si confrontano sulla situazione attuale e storica dei ghiacciai presenti in due realtà molto diverse dell’arco alpino, sia dal punto di vista morfologico che climatico e altimetrico: quanto sono diverse e cos’hanno invece in comune?; Tra passato, presente e futuro uno sguardo sull’accelerazione di imponenti trasformazioni e sui rischi derivanti dai ritiri glaciali, come nel caso del Planpincieux in Val Ferret. Un momento di riflessione e confronto sul futuro delle nostre montagne, aperto ai contributi e agli interrogativi di tutti coloro che vorranno partecipare.; Intervengono; Alberto Trenti direttore Meteotrentino; Jean Pierre Fosson segretario generale di Fondazione Montagna Sicura; Modera Christian Casarotto, glaciologo MUSE; Con i contributi di; Mauro Zambotto dirigente Servizio Geologico della Provincia autonoma di Trento; Fabrizio Troilo glaciologo Fondazione Montagna Sicura Valle d'Aosta; Anna Facchini presidente Società Alpinisti Tridentini Valerio Segor dirigente Assetto idrogeologico dei bacini montani Valle d'Aosta","https://www.muse.it/it/Esplora/Eventi-Attivita/Archivio/Pagine/Ghiacciai-a-orologeria-2019.aspx",,,,,"http://www.semanticweb.org/facilitiesEventsOntology/Muse",,"29/11/2019","29/11/2019","20.30",,"[]","[]","[]",,
"Al MUSE si sta bene","Ingresso libero","​​​​​​Un grande evento in occasione della Giornata internazionale delle persone con disabilità. ​Dai laboratori creativi alle micro-conferenze, dai percorsi tattili a quelli in carrozzina, le attività permettono di sperimentare la diversità per renderla parte della normalità.​​; Durante la giornata sarà possibile visitare la serra tropicale bendati e scoprire le sale espositive del museo da nuove prospettive con le guide in tandem. I partecipanti potranno imparare alcune parole nella LIS, la Lingua dei Segni Italiana, scoprire il linguaggio Easy to Read e molto altro ancora.​; Ospite speciale della giornata la scrittrice Susanna Tamaro.; Con il patrocinio del Comune e della Provincia autonoma di Trento.; PROGRAMMA COMPLETO; Lobby; ore 14, 15.30 e 17; Il MUSE a ruota libera a cura di Anffas Trentino Onlus; Esperienze in carrozzina per tutti. Partenza dalla lobby del museo e percorso nelle sale espositive.; Durata attività: 45 minuti; Attività su prenotazione; ore 14.30 e 16; Visite in tandem a cura di MUSE e cooperative sociali Abitare il futuro di Consolida; Percorsi di visita guidata realizzati in tandem dalle nostre guide e da persone con disabilità del gruppo di cooperative sociali di Abitare il futuro di Consolida.; Attività su prenotazione; ore 18.30; Evento conclusivo - Il valore della relazione e dell'amicizia dialogo con Susanna Tamaro, Mirko e Linda Toller, modera Michelagelo Felicetti; Analizzare la contemporaneità delle relazioni sociali tra persone porta spesso ad interrogarsi sulla sincerità dei rapporti stessi. Questo è maggiormente sentito quando il rapporto coinvolge persone con disabilità?; Susanna Tamaro, Mirko e Linda Toller, partendo dalla loro esperienza personale, si interrogano sui rapporti umani cercando di capire assieme quanto prevalga la sincerità o il pietismo e cosa potrebbero fare il sistema educativo e la società per facilitare una relazione sincera.; Un’interazione sociale attiva che scardina i pregiudizi è possibile?; Prenota il tuo posto su eventbrite.it; Piano -1; dalle 14 alle 18; In punta di dita a cura di MUSE; Reperti originali pronti per essere toccati e raccontati per scoprire interessanti storie e curiosità su diversi animali alpini.; La natura come non l'abbiamo mai sentita prima a cura di MUSE; Suoni, rumori della natura, musiche e canzoni per farci stare meglio, per farci ricordare e per farci sorridere.; ore 14.30, 15.30 e 17; La serra tropicale a occhi chiusi; Una modalità diversa per scoprire il MUSE attraverso i sensi.; Attività su prenotazione; MICROCONFERENZE - Progetti... speciali; ore 16; Quando l'autismo è donna: i disturbi dello spettro autistico ad alto funzionamento nel mondo femminile a cura di Carolina Coco, ODFLab; ore 16.20; Autonomia personale e mobilità a cura di ANGLAT Trento; ore 16.40; Come l'inclusione rende la vita più saporita a cura di Locanda Dal Barba; ore 17; Il progetto INMuseo: musei che abbracciano le persone con Alzheimer a cura di Rosa Roncador (Alteritas Trentino), Luisa Moser (Ufficio beni archeologici), Serena Curti (TSM) e UPIPA.; ore 17.20; Se posso fare questo posso fare tutto: associazione SportAbili di Predazzo a cura di Associazione SportAbili di Predazzo; Piano 0; dalle 14 alle 18; aula Fossey; Semina... al buio! a cura di Museo Usi e Costumi della Gente Trentina; I visitatori scopriranno i segreti e le emozioni che si celano dietro la nascita di una piantina.; aula Anning; IN MUSEO SEI SPECIALE! Laboratorio conTATTO AL MUSEO a cura di Castello del Buonconsiglio; Uno stand informativo e un laboratorio per visionare e utilizzare alcuni materiali didattici messi a punto per le attività rivolte al pubblico dei disabili.; T-essere memoria. Il museo incontra l'Alzheimer a cura di Ufficio beni archeologici della Soprintendenza per i beni culturali della Provincia autonoma di Trento e Associazione Culturale Alteritas Trentino; Presentazione dei progetti di inclusione e accessibilità museali del territorio Trentino e di alcune realtà nazionali.; Maxi Ooh!; Libri d'Inverno a cura di MUSE; Attività e laboratori di letture e racconti per imparare giocosamente ad amare i libri davanti a una tisana fumante.; WearBear! a cura di cooperativa CS4; Passione, originalità, voglia di imparare. Sono gli ingredienti alla base del progetto sartoriale 'Wear Bear!' che unisce solidarietà sociale e sostenibilità ambientale.; Sportello handicap HANDICREA a cura di cooperativa Handicrea; Lo sportello fornisce informazioni alle persone con disabilità e interessati in merito a leggi, agevolazioni, servizi, scuola, lavoro, tempo libero. HandiCREA svolge anche un'importante attività di mappatura dell'accessibilità di luoghi e percorsi.; ore 15; Visita 'le montagne dalle origini alla vetta' integrata LIS; Durante la visita le persone udenti avranno la possibilità di imparare alcuni termini nella lingua dei segni italiana.; ore 15.30 e 16.30 - aula Ipazia; VariAzioni di colore a cura di Museo Diocesano Tridentino; Inclusività, cooperazione e interazione saranno le parole chiaveal centro dell'attività.; Piano +1; dalle 14 alle 18; Presentazione Anffas Trentino Onlus e Easy to Read a cura di Anffas Trentino Onlus; Uno spazio per conoscere i progetti e le attività quotidiane dell'associazione Anffas Trentino Onlus e per scoprire l'Easy to Read, uno standard europeo per rendere i testi accessibili alle persone con disabilità intellettive.; Open Lab e Pimp your wheelchair a cura del MUSE FabLab; Visita al FabLab per scoprire le tecnologie dello spazio di fabbricazione digitale del museo e laboratorio su come modificare e abbellire una carrozzina, attraverso la creazione di stickers personalizzati.; La tecnologia per la disabilità a cura di Needius; Software, ausili e soluzioni per disabilità e autismo.; A.N.M.I.C. - Associazione Nazionale Mutilati e Invalidi Civili a cura di A.N.M.I.C. Trento; L’Associazione Nazionale Mutilati e Invalidi Civili presenta e racconta i propri servizi e attività.​; Astrid Onlus - Percorsi in carrozzina ​a cura di Astrid Onluse; L'Associazione Trentina per la Ricerca Integrata e la Disabilità farà sperimentare al pubblico dei percorsi in carrozzina.​; ANGLAT Trento – autonomia personale e mobilità a cura di ANGLAT Trento; I volontari di ANGLAT presenteranno la propria associazione facendo sperimentare al pubblico presente alcuni percorsi in carrozzina.; Corner ricerca ODFLab a cura di ODFLab; Presentazione attività di ricerca e progetti ODF Lab, con particolare riferimento alla tematica 'sindrome di Asperger al Femminile'.; Locanda dal Barba a cura di Locanda Dal Barba; Presentazione del progetto di inclusione sociale ed economica attivato presso la Locanda.; Piano +2; dalle 14 alle 16 - aula Gordon; Esempi di lavorazioni con lana e uncinetto a cura di Laboratorio Sociale; Verranno proposte al pubblico alcune attività svolte all’interno del laboratorio, che mirano a stimolare il mantenimento e il potenziamento delle autonomie personali e a promuovere e favorire opportunità di socializzazione.; dalle 16 alle 18; Giochiamo a comunicare con la lingua dei segni a cura di ENS Trento; Corner informativo con uno spazio dedicato in cui proporre delle attività informative e ludiche sulla sordità e la lingua dei segni.; Piano +3; dalle 14 alle 18; A occhi chiusi a cura di Giardino Botanico Alpino - MUSE; Microattività a tema botanico, ripercorrendo il percorso 'A occhi chiusi' del Giardino Botanico Alpino dedicato alla scoperta dell'universo botanico senza la vista e di alcune curiosità sulla percezione sensoriale.; Laboratorio Tattile a cura di AbC IRIFOR del Trentino; Laboratorio sul materiale tattile: attività con cartoncini e materiale povero proponendo la costruzione di illustrazioni tattili, eventualmente in tema con il museo o con la stagione.; Attività su prenotazione; Piano +4; dalle 14 alle 18; Artigianelli: we become, together a cura di Istituto Pavoniano Artigianelli per le Arti Grafiche; Corner informativo sui progetti di inclusione attivati dall'Istituto Artigianelli di Trento.","https://www.muse.it/it/Esplora/Eventi-Attivita/Archivio/Pagine/Al-MUSE-si-sta-bene-2019.aspx",,,,,"http://www.semanticweb.org/facilitiesEventsOntology/Muse",,"3/12/2019","3/12/2019","14.00",,"[]","[]","[]",,
"Attività al Museo Geologico di Predazzo","Vedi testo","Il Museo geologico delle Dolomiti di Predazzo con una selezione di fossili, rocce e minerali promuove la conoscenza del territorio dal punto di vista geologico e paesaggistico. Anche d'invernale il museo offre un ricco calendario di appuntamenti per grandi e piccini.; ARTE E GEOLOGIA NELLE DOLOMITI; Dal 3 dicembre 2019 al 28 aprile 2020 - Ogni martedì, ore 10; Una facile passeggiata attraverso i più bei masi del paese per ripercorrere una storia ricca di arte e umanità. Infine una visita autoguidata in museo dove attraverso video, ricostruzioni di ambienti e installazioni, si capirà come e perché la Val di Fiemme è da sempre al centro dello studio della geologia mondiale.; Visita guidata € 3 a persona; Ritrovo davanti all'ingresso del museo; Prenotazione obbligatoria entro le ore 12 del giorno precedente; Per i possessori della FiemmE-motion Winter Card prenotazione al numero 331 9241567.; Per i non possessori della FiemmE-motion Winter Card prenotazione al numero 0462 241111 (Apt Cavalese) e 0462 50137 (Apt Predazzo).; GEOLABS FORMATO FAMIGLIA; Un racconto che parla di fossili, minerali, grotte misteriose ti porterà alla scoperta dell’affascinante cuore di pietra delle Dolomiti.; Tariffa 2 € a partecipante; Appuntamenti; 20 dicembre 2019 e 7 febbraio 2020 ore 17; Tombola dei minerali; 27 dicembre 2019 e 21 febbraio 2020 ore 17; Mondo misterioso delle grotte; 10 gennaio e 6 marzo 2020 ore 17; A pesca nel mare del Triassico; 24 gennaio e 20 marzo 2020 ore 17; Dolomiti: belle, ma perché? Patrimonio da scoprire","https://www.muse.it/it/Esplora/Eventi-Attivita/Archivio/Pagine/Museo-geologico-Predazzo-autunno-inverno-2019-2020.aspx",,,,,"http://www.semanticweb.org/facilitiesEventsOntology/Museo%20Geologico%20delle%20Dolomiti%20di%20Predazzo",,,,,,"[]","[]","[]",,
"Incontri al museo per parlare di fauna","Ingresso libero","​Tornano gli “Incontri al museo per parlare di fauna”, le tradizionali occasioni che - a cadenza mensile - permettono di avvicinarsi con prospettive sempre nuove alle ricerche e agli studi sulla fauna, alla biodiversità animale e vegetale, alla conoscenza e conservazione della natura.; Modera gli incontri Paolo Pedrini, zoologogia dei vertebrati MUSE; Foto Marco Colombo; 4 dicembre; 'Paesaggi bestiali' con Marco Colombo; Un affascinante viaggio alla scoperta della biodiversità italiana. Dalle profondità del Mediterraneo, dove si nascondono misteriosi crostacei e molluschi variopinti, ai pendii erbosi che ospitano cervi volanti e spire di serpenti, per arrivare a gufi, caprioli e predatori, incluso il fantasma dei boschi, il gatto selvatico. L'autore racconterà aneddoti del suo lavoro di campo e l'importanza della conservazione degli ambienti naturali.; Biografia; Marco Colombo muove i primi passi nell'ambito della fotografia naturalistica nel 1999. Guida Ambientale AIGAE ed istruttore di immersione subacquea, è laureato presso l'Università degli Studi di Milano in Scienze Naturali con due tesi di erpetologia.; Sue foto, articoli scientifici e divulgativi sono stati pubblicati su diverse riviste del settore, e nel 2007 ha scoperto una nuova specie di ragno in Sardegna. 'Paesaggi bestiali' è il suo terzo libro fotografico. Attualmente è consulente scientifico del programma GEO di Rai3 di cui è regolarmente ospite.; Prossimi appuntamenti; 8 gennaio; 'L'insospettabile diversità dei mammiferi volanti nelle Alpi' con Dino Scaravelli, Università di BO & Claudio Torboli, Albatros srl.; 5 febbraio; 'Specie invasive: una crescente minaccia per la biodiversità e una sfida per la comunicazione' con Piero Genovesi, ISPRA.; 4 marzo; 'La gestione del gambero di fiume in Trentino: sfide e opportunità' con Cristina Bruno, Fondazione Edmund Mach.; 25 marzo; 'La situazione del lupo nelle Alpi e le nuove prospettive dal LIFE Wolfalps EU' con Francesca Marucco, Ente di Gestione Aree Protette delle Alpi Marittime - Centro di Referenza regionale Grandi Carnivori.; 1 aprile; 'Passato, presente e futuro del popolo delle rocce; un racconto sull'evoluzione e l'ecologia del camoscio delle Alpi' con Luca Corlatti & Luca Pedrotti, Parco Nazionale dello Stelvio.; 6 maggio; 'Studiare la fauna selvatica nell'Antropocene: racconti di foto-trappolaggio dalle foreste pluviali alle Alpi' con Francesco Rovero, Università di Firenze.","https://www.muse.it/it/Esplora/Eventi-Attivita/Archivio/Pagine/Incontri-al-museo-per-parlare-di-fauna-2019-2020.aspx",,,,,"http://www.semanticweb.org/facilitiesEventsOntology/Muse",,"4/12/2019","4/12/2019","20.45",,"[]","[]","[]",,
"Incontri al museo per parlare di fauna","Ingresso libero","​Tornano gli “Incontri al museo per parlare di fauna”, le tradizionali occasioni che - a cadenza mensile - permettono di avvicinarsi con prospettive sempre nuove alle ricerche e agli studi sulla fauna, alla biodiversità animale e vegetale, alla conoscenza e conservazione della natura.; Modera gli incontri Paolo Pedrini, zoologogia dei vertebrati MUSE; Foto Marco Colombo; 4 dicembre; 'Paesaggi bestiali' con Marco Colombo; Un affascinante viaggio alla scoperta della biodiversità italiana. Dalle profondità del Mediterraneo, dove si nascondono misteriosi crostacei e molluschi variopinti, ai pendii erbosi che ospitano cervi volanti e spire di serpenti, per arrivare a gufi, caprioli e predatori, incluso il fantasma dei boschi, il gatto selvatico. L'autore racconterà aneddoti del suo lavoro di campo e l'importanza della conservazione degli ambienti naturali.; Biografia; Marco Colombo muove i primi passi nell'ambito della fotografia naturalistica nel 1999. Guida Ambientale AIGAE ed istruttore di immersione subacquea, è laureato presso l'Università degli Studi di Milano in Scienze Naturali con due tesi di erpetologia.; Sue foto, articoli scientifici e divulgativi sono stati pubblicati su diverse riviste del settore, e nel 2007 ha scoperto una nuova specie di ragno in Sardegna. 'Paesaggi bestiali' è il suo terzo libro fotografico. Attualmente è consulente scientifico del programma GEO di Rai3 di cui è regolarmente ospite.; Prossimi appuntamenti; 8 gennaio; 'L'insospettabile diversità dei mammiferi volanti nelle Alpi' con Dino Scaravelli, Università di BO & Claudio Torboli, Albatros srl.; 5 febbraio; 'Specie invasive: una crescente minaccia per la biodiversità e una sfida per la comunicazione' con Piero Genovesi, ISPRA.; 4 marzo; 'La gestione del gambero di fiume in Trentino: sfide e opportunità' con Cristina Bruno, Fondazione Edmund Mach.; 25 marzo; 'La situazione del lupo nelle Alpi e le nuove prospettive dal LIFE Wolfalps EU' con Francesca Marucco, Ente di Gestione Aree Protette delle Alpi Marittime - Centro di Referenza regionale Grandi Carnivori.; 1 aprile; 'Passato, presente e futuro del popolo delle rocce; un racconto sull'evoluzione e l'ecologia del camoscio delle Alpi' con Luca Corlatti & Luca Pedrotti, Parco Nazionale dello Stelvio.; 6 maggio; 'Studiare la fauna selvatica nell'Antropocene: racconti di foto-trappolaggio dalle foreste pluviali alle Alpi' con Francesco Rovero, Università di Firenze.","https://www.muse.it/it/Esplora/Eventi-Attivita/Archivio/Pagine/Incontri-al-museo-per-parlare-di-fauna-2019-2020.aspx",,,,,"http://www.semanticweb.org/facilitiesEventsOntology/Muse",,"8/01/2020","8/01/2020","20.45",,"[]","[]","[]",,
"Incontri al museo per parlare di fauna","Ingresso libero","​Tornano gli “Incontri al museo per parlare di fauna”, le tradizionali occasioni che - a cadenza mensile - permettono di avvicinarsi con prospettive sempre nuove alle ricerche e agli studi sulla fauna, alla biodiversità animale e vegetale, alla conoscenza e conservazione della natura.; Modera gli incontri Paolo Pedrini, zoologogia dei vertebrati MUSE; Foto Marco Colombo; 4 dicembre; 'Paesaggi bestiali' con Marco Colombo; Un affascinante viaggio alla scoperta della biodiversità italiana. Dalle profondità del Mediterraneo, dove si nascondono misteriosi crostacei e molluschi variopinti, ai pendii erbosi che ospitano cervi volanti e spire di serpenti, per arrivare a gufi, caprioli e predatori, incluso il fantasma dei boschi, il gatto selvatico. L'autore racconterà aneddoti del suo lavoro di campo e l'importanza della conservazione degli ambienti naturali.; Biografia; Marco Colombo muove i primi passi nell'ambito della fotografia naturalistica nel 1999. Guida Ambientale AIGAE ed istruttore di immersione subacquea, è laureato presso l'Università degli Studi di Milano in Scienze Naturali con due tesi di erpetologia.; Sue foto, articoli scientifici e divulgativi sono stati pubblicati su diverse riviste del settore, e nel 2007 ha scoperto una nuova specie di ragno in Sardegna. 'Paesaggi bestiali' è il suo terzo libro fotografico. Attualmente è consulente scientifico del programma GEO di Rai3 di cui è regolarmente ospite.; Prossimi appuntamenti; 8 gennaio; 'L'insospettabile diversità dei mammiferi volanti nelle Alpi' con Dino Scaravelli, Università di BO & Claudio Torboli, Albatros srl.; 5 febbraio; 'Specie invasive: una crescente minaccia per la biodiversità e una sfida per la comunicazione' con Piero Genovesi, ISPRA.; 4 marzo; 'La gestione del gambero di fiume in Trentino: sfide e opportunità' con Cristina Bruno, Fondazione Edmund Mach.; 25 marzo; 'La situazione del lupo nelle Alpi e le nuove prospettive dal LIFE Wolfalps EU' con Francesca Marucco, Ente di Gestione Aree Protette delle Alpi Marittime - Centro di Referenza regionale Grandi Carnivori.; 1 aprile; 'Passato, presente e futuro del popolo delle rocce; un racconto sull'evoluzione e l'ecologia del camoscio delle Alpi' con Luca Corlatti & Luca Pedrotti, Parco Nazionale dello Stelvio.; 6 maggio; 'Studiare la fauna selvatica nell'Antropocene: racconti di foto-trappolaggio dalle foreste pluviali alle Alpi' con Francesco Rovero, Università di Firenze.","https://www.muse.it/it/Esplora/Eventi-Attivita/Archivio/Pagine/Incontri-al-museo-per-parlare-di-fauna-2019-2020.aspx",,,,,"http://www.semanticweb.org/facilitiesEventsOntology/Muse",,"5/02/2020","5/02/2020","20.45",,"[]","[]","[]",,
"Incontri al museo per parlare di fauna","Ingresso libero","​Tornano gli “Incontri al museo per parlare di fauna”, le tradizionali occasioni che - a cadenza mensile - permettono di avvicinarsi con prospettive sempre nuove alle ricerche e agli studi sulla fauna, alla biodiversità animale e vegetale, alla conoscenza e conservazione della natura.; Modera gli incontri Paolo Pedrini, zoologogia dei vertebrati MUSE; Foto Marco Colombo; 4 dicembre; 'Paesaggi bestiali' con Marco Colombo; Un affascinante viaggio alla scoperta della biodiversità italiana. Dalle profondità del Mediterraneo, dove si nascondono misteriosi crostacei e molluschi variopinti, ai pendii erbosi che ospitano cervi volanti e spire di serpenti, per arrivare a gufi, caprioli e predatori, incluso il fantasma dei boschi, il gatto selvatico. L'autore racconterà aneddoti del suo lavoro di campo e l'importanza della conservazione degli ambienti naturali.; Biografia; Marco Colombo muove i primi passi nell'ambito della fotografia naturalistica nel 1999. Guida Ambientale AIGAE ed istruttore di immersione subacquea, è laureato presso l'Università degli Studi di Milano in Scienze Naturali con due tesi di erpetologia.; Sue foto, articoli scientifici e divulgativi sono stati pubblicati su diverse riviste del settore, e nel 2007 ha scoperto una nuova specie di ragno in Sardegna. 'Paesaggi bestiali' è il suo terzo libro fotografico. Attualmente è consulente scientifico del programma GEO di Rai3 di cui è regolarmente ospite.; Prossimi appuntamenti; 8 gennaio; 'L'insospettabile diversità dei mammiferi volanti nelle Alpi' con Dino Scaravelli, Università di BO & Claudio Torboli, Albatros srl.; 5 febbraio; 'Specie invasive: una crescente minaccia per la biodiversità e una sfida per la comunicazione' con Piero Genovesi, ISPRA.; 4 marzo; 'La gestione del gambero di fiume in Trentino: sfide e opportunità' con Cristina Bruno, Fondazione Edmund Mach.; 25 marzo; 'La situazione del lupo nelle Alpi e le nuove prospettive dal LIFE Wolfalps EU' con Francesca Marucco, Ente di Gestione Aree Protette delle Alpi Marittime - Centro di Referenza regionale Grandi Carnivori.; 1 aprile; 'Passato, presente e futuro del popolo delle rocce; un racconto sull'evoluzione e l'ecologia del camoscio delle Alpi' con Luca Corlatti & Luca Pedrotti, Parco Nazionale dello Stelvio.; 6 maggio; 'Studiare la fauna selvatica nell'Antropocene: racconti di foto-trappolaggio dalle foreste pluviali alle Alpi' con Francesco Rovero, Università di Firenze.","https://www.muse.it/it/Esplora/Eventi-Attivita/Archivio/Pagine/Incontri-al-museo-per-parlare-di-fauna-2019-2020.aspx",,,,,"http://www.semanticweb.org/facilitiesEventsOntology/Muse",,"4/03/2020","4/03/2020","20.45",,"[]","[]","[]",,
"Incontri al museo per parlare di fauna","Ingresso libero","​Tornano gli “Incontri al museo per parlare di fauna”, le tradizionali occasioni che - a cadenza mensile - permettono di avvicinarsi con prospettive sempre nuove alle ricerche e agli studi sulla fauna, alla biodiversità animale e vegetale, alla conoscenza e conservazione della natura.; Modera gli incontri Paolo Pedrini, zoologogia dei vertebrati MUSE; Foto Marco Colombo; 4 dicembre; 'Paesaggi bestiali' con Marco Colombo; Un affascinante viaggio alla scoperta della biodiversità italiana. Dalle profondità del Mediterraneo, dove si nascondono misteriosi crostacei e molluschi variopinti, ai pendii erbosi che ospitano cervi volanti e spire di serpenti, per arrivare a gufi, caprioli e predatori, incluso il fantasma dei boschi, il gatto selvatico. L'autore racconterà aneddoti del suo lavoro di campo e l'importanza della conservazione degli ambienti naturali.; Biografia; Marco Colombo muove i primi passi nell'ambito della fotografia naturalistica nel 1999. Guida Ambientale AIGAE ed istruttore di immersione subacquea, è laureato presso l'Università degli Studi di Milano in Scienze Naturali con due tesi di erpetologia.; Sue foto, articoli scientifici e divulgativi sono stati pubblicati su diverse riviste del settore, e nel 2007 ha scoperto una nuova specie di ragno in Sardegna. 'Paesaggi bestiali' è il suo terzo libro fotografico. Attualmente è consulente scientifico del programma GEO di Rai3 di cui è regolarmente ospite.; Prossimi appuntamenti; 8 gennaio; 'L'insospettabile diversità dei mammiferi volanti nelle Alpi' con Dino Scaravelli, Università di BO & Claudio Torboli, Albatros srl.; 5 febbraio; 'Specie invasive: una crescente minaccia per la biodiversità e una sfida per la comunicazione' con Piero Genovesi, ISPRA.; 4 marzo; 'La gestione del gambero di fiume in Trentino: sfide e opportunità' con Cristina Bruno, Fondazione Edmund Mach.; 25 marzo; 'La situazione del lupo nelle Alpi e le nuove prospettive dal LIFE Wolfalps EU' con Francesca Marucco, Ente di Gestione Aree Protette delle Alpi Marittime - Centro di Referenza regionale Grandi Carnivori.; 1 aprile; 'Passato, presente e futuro del popolo delle rocce; un racconto sull'evoluzione e l'ecologia del camoscio delle Alpi' con Luca Corlatti & Luca Pedrotti, Parco Nazionale dello Stelvio.; 6 maggio; 'Studiare la fauna selvatica nell'Antropocene: racconti di foto-trappolaggio dalle foreste pluviali alle Alpi' con Francesco Rovero, Università di Firenze.","https://www.muse.it/it/Esplora/Eventi-Attivita/Archivio/Pagine/Incontri-al-museo-per-parlare-di-fauna-2019-2020.aspx",,,,,"http://www.semanticweb.org/facilitiesEventsOntology/Muse",,"1/04/2020","1/04/2020","20.45",,"[]","[]","[]",,
